,campaign_id,campaign_name,Submission Date,Description,Campaign Objectives,KPIs,Placement(s),StartDate,EndDate,Serving Location(s),Black/white/audience list included?,Cost Centre,Currency,Buy Rate (CPE),Volume Agreed,Gross Cost/Budget,Agency Fee,Percentage,Flat Fee,Net Cost
27,3zfpd2v,NESTLE_MAGGI_08_2021_UAE,10/08/2021 00:47,"**DESIGN SECTION**

Storyboard Stage : 
Previously did 2x storyboards here - https://trello.com/c/DBI2NjwT/858-nestle-maggi-varieties-bouillon-start-date-23-04-2021-040000-under-72hrs-sgp

Discussion Recap : 
Client wants to go with storyboard 2. Can we please input the new set of videos as requested into a build? This needs to go live by 15/08.

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Previously shared first round of assets in the comments of the previous Trello card, another set of videos are here https://flavor-republic.wetransfer.com/downloads/57ccd4be1f7c186ca5af70af5536fd7620210805150412/c24055

---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: USD 5,910.84
CPE Rate: USD 0.13
Engagements: 45,468
Country: GCC & UAE
Please see IO for engagement splits by geo

Campaign Period :
15/08/2021 - 01/09/2021

Ad Sizes :
Full-Screen + MPU

Audience Targeting :
Only geotargeting as on IO

Whitelist :
No

Brand Safety :
No

Brand Impact Optimizer :
No","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement
Video Views
Conversion (sales, downloads)","VTR
CTR
Completion Rate
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",15/08/2021,01/09/2021,UAE & GCC,Black/white/audience list will be provided later,SGP,GBP,Not Avaliable,Not Avaliable,Not Avaliable,Percentage,15.0,Not Available,0.0
28,qe4i576,Universal Pictures_Clifford the Big Red Dog_2021_Nov,14/11/2021 21:33,"Storyboard Stage : 
Storyboard sent but no feedback as yet or assets in. 

Discussion Recap : 
They liked our creative, nothing else shared. I'll ask for their feedback in the handover mail.

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
Awaiting. 

Reference Links :
Trailer: https://www.youtube.com/watch?v=4zH5iYM4wJo

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: SGD 12,000.00
Currency: SGD 
CPE Rate: 0.55
Engagements: 26,952 total (inclusive of 5% Bonus *the automated calculator below doesn't display the bonus amount as it did before)
Country: SG

Campaign Period :
27 Nov - 12 Dec

Ad Sizes :
MPU + Full Screen 

Audience Targeting :
Primary TA: Family/Parents with kids aged 4-12 Secondary TA: Children aged 4-12

Whitelist :
NA.

Brand Safety :
Applied. 

Brand Impact Optimizer :
NA","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,320x480 (Fullscreen mobile / interstitial),27/11/2021,12/12/2021,Singapore,No black/white/audience list for this campaign,SGP,SGD,0.55,25668.36,14117.6,Percentage,15.0,Not Available,11999.96
29,mc36e3t,CHECKERS_PROJECT P_2021_10_ZA,07/10/2021 03:51,"Storyboard Due Date :
ASAP

Creative Concept Stage :
Client provided storyboard, move straight to build

User to scrub the screen and reveal the savings offered by Checkers.

Client has already created the content of which they want to unit to look like.

There is currently 1 video in the shared folder below, this first video will be used from the 11 October until 13 October. We will be receiving

Another video, which we will need to swope out with current video, which will run from the 14 October until the 17 October 2021.

 

As soon as we get this video, we will send it to you guys.

                They said Friday or Monday.

 

 

Creative folder:

https://drive.google.com/drive/folders/103NCgGGV6tUuZlxurCNr6oF36qkaLHTn?usp=sharing

Link:
https://www.checkers.co.za/?utm_source=adludio&utm_medium=video&utm_campaign=checkers_project-p_11oct-17oct-2021

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Engagements: 36,666 (inclusive of 10% bonus)
Country:ZA

Campaign Period :
11/10/2021 - 17/10/2021

Ad Sizes :
320x480 Full screen

Audience Targeting :
South Africa, Users Ages 18+.

Include relevant contextual and behavioural targeting for Shopping and Groceries

Whitelist :
N/A

Brand Safety :
N/A

Brand Impact Optimizer :
N/A","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement
Reach
Video Views","VTR
CTR
Completion Rate
Engagement Rate",320x480 (Fullscreen mobile / interstitial),11/10/2021,17/10/2021,ZA,Black/white/audience list will be provided later,SGP,GBP,Not Avaliable,Not Avaliable,Not Avaliable,Percentage,15.0,Not Available,0.0
30,l5kk3r3,FACEBOOK_CONVERSATIONAL COMMERCE_2020_09_TH,18/06/2021 03:18,"Storyboard Due Date :
As determined by campaigns team. 

Brand & Product Background :
Conversational Commerce (CC), the use of messaging to business is a behavior that organizations of all sizes have recognized as a potential channel or tool that could augment their business model.
The pandemic has accelerated adoption of CC more as businesses had to find ways to new ways of working to survive amidst social distancing. The circumstances have also forced a litmus test of using messaging tools - many of which were found to be useful and many business (up to 90+%) plan to continue using to manage increased volumes of conversations

·        The Challenge: Businesses still need guidance on understanding what solutions are available and getting them implemented

Symptoms of this challenge:

o","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",12/07/2021,08/09/2021,Singapore,No black/white/audience list for this campaign,SGP,USD,0.28,242185.0,67811.8,Percentage,15.0,Not Available,57640.03
31,tn05ycs,FACEBOOK_CONVERSATIONAL COMMERCE_2020_09_VN,18/06/2021 03:18,"Storyboard Due Date :
As determined by campaigns team. 

Brand & Product Background :
Conversational Commerce (CC), the use of messaging to business is a behavior that organizations of all sizes have recognized as a potential channel or tool that could augment their business model.
The pandemic has accelerated adoption of CC more as businesses had to find ways to new ways of working to survive amidst social distancing. The circumstances have also forced a litmus test of using messaging tools - many of which were found to be useful and many business (up to 90+%) plan to continue using to manage increased volumes of conversations

·        The Challenge: Businesses still need guidance on understanding what solutions are available and getting them implemented

Symptoms of this challenge:

o","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",12/07/2021,08/09/2021,Singapore,No black/white/audience list for this campaign,SGP,USD,0.28,242185.0,67811.8,Percentage,15.0,Not Available,57640.03
32,t3ih5zj,FACEBOOK_CONVERSATIONAL COMMERCE_2020_09_PH,18/06/2021 03:18,"Storyboard Due Date :
As determined by campaigns team. 

Brand & Product Background :
Conversational Commerce (CC), the use of messaging to business is a behavior that organizations of all sizes have recognized as a potential channel or tool that could augment their business model.
The pandemic has accelerated adoption of CC more as businesses had to find ways to new ways of working to survive amidst social distancing. The circumstances have also forced a litmus test of using messaging tools - many of which were found to be useful and many business (up to 90+%) plan to continue using to manage increased volumes of conversations

·        The Challenge: Businesses still need guidance on understanding what solutions are available and getting them implemented

Symptoms of this challenge:

o","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",12/07/2021,08/09/2021,Singapore,No black/white/audience list for this campaign,SGP,USD,0.28,242185.0,67811.8,Percentage,15.0,Not Available,57640.03
33,vf03dnt,IWC Portugieser 2020 | AV,31/08/2020 10:17,"Hey Kentaro, I've put the details for the IWC Live Campaign below: 

- Launch Date:10/1
 - Asset Due Date: N/A
 - Storyboard 1 Due Date: 9/18 4pm EST 
 - Placements: Fullscreen & MPU
 - Unit Type: Physics Leaves Unit and Scrub Sensory Engagement 
 - Standard / Non-Standard?: Non- standard 
 - Budget: $141.8k
 - No. of Concepts: 2

 - Is client utilizing concept from proposal? :Yes","Brand Awareness
Product Awareness
Consideration / Purchase Intent","CTR
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",01/10/2020,31/12/2020,US,No black/white/audience list for this campaign,USA,USD,0.45,315111.11,141800.0,Percentage,0.0,Not Available,141800.0
34,uk24hbp,SUBWAY_SPICY BUFFALO_2021_06_SG,20/05/2021 00:52,"Storyboard Stage : 
Campaigns assigned schedule. 

Storyboard created: https://trello.com/c/w5wSnqNq/849-subway-spicy-buffalo-chicken-04-13-2021-sgp

Discussion Recap : 
2 Creatives: 
Day: “Feel the Heat” message
Night: “ Spice It Up message

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
 https://drive.google.com/drive/folders/1F6s4wuxb--_V4qwdeHglKpHzWd3gPRT2?usp=sharing

Reference Links :
https://www.subway.com/en-sg



**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: SGD 30,000
Currency: SGD 
CPE Rate: 0.43
Engagements: 91,929 (Inclusive 12% Bonus)
Country: SG

Campaign Period :
16th June - 13th July 

Ad Sizes :
Full Screen + MPU 

Audience Targeting :
Hottest Content and Sections (For eg. “Latest hit released by x celebritiy”), Foodies, Competitor Targeting, Subway Lovers

Whitelist :
N/A. 

Brand Safety :
Applied.

Brand Impact Optimizer :
1x.","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,320x480 (Fullscreen mobile / interstitial),16/06/2021,13/07/2021,Singapore,No black/white/audience list for this campaign,SGP,SGD,0.43,91929.0,39529.47,Percentage,15.0,Not Available,33600.05
35,rgc8tml,FanDuel Daily Fantasy,20/08/2019 16:43,"Hey Guys - Please see below. Looking to get any outstanding answers and will pass along when I have them

Launch Date: 9/16
Assets to be sent (too large to attach)
Storyboard 1 Due Date: 8/23 - EST
[GDrive Link]( ) to access KOC deck and mock: https://drive.google.com/drive/u/0/folders/1BAXAn_0o58lZmFoQ4xnwURfFyttnH07Y
Placements: Fullscreen & MPU
Unit Type:Sensory Plus
Standard / Non-Standard?: Standard
Budget: $50,000
No. of Concepts: 2
Campaign Objective: Drive Conversions

**ASSETS / CREATIVE DIRECTION:**
[LINK]() to asset: 
Pick'Em:
https://www.dropbox.com/s/08ukk9cpkv1zmev/DFS%20NFL%20Pick%20Em%2019_Digital%20Banners.psd?dl=0
Survivor:
https://www.dropbox.com/s/s7i5e5gvs89ze0z/DFS%20NFL%20Survivor%2019_Digital%20Banners.psd?dl=0
No. of Concepts: 2
Is client utilizing concept from proposal? Or will they be sharing their own concept? No Proposal sent, making concepts from linked PSDs.","Conversion (sales, downloads)",Conversion Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)
Standard IAB Banners",16/09/2019,14/10/2019,US Only,No black/white/audience list for this campaign,USA,USD,0.5,0.0,0.0,Percentage,15.0,Not Available,0.0
36,b3sw44m,AUDI_E TRON_2021_01_SG,22/12/2020 06:24,"**DESIGN SECTION**

Storyboard Stage : 
Lead gen storyboard sent over. 

Discussion Recap : 
They want to execute a lead gen creative and a creative similar to the Audi creative execution we ran earlier this year (https://generic-demos.adludio.com/details.html?key=781)

Campaign Assets (Visuals, Videos, Brand Guidelines, Fonts, etc) :
https://lion.box.com/s/yx0p1yr8yeaon75vw3i4b0wqfyonmews

Reference Links :
https://www.audi.com.sg/sg/web/en.html?csref=sea:Google:fleet:alwayson:a:Google:google.com&gclid=CjwKCAiAz4b_BRBbEiwA5XlVVvIiWnGykJpEP99_9W-D4suisl85846LogXkyEJPDutm2jFlHpKzcxoCfigQAvD_BwE&gclsrc=aw.ds
---

**CAMPAIGN SECTION**

Campaign Budget & Currency, CPE Rate, Engagements, Country : 
Budget: SGD 25,000
Currency: SGD
CPE Rate: SGD 0.49
Engagements: 64,826 (inclusive of 8% Bonus Engagements)
Country: Singapore 

Campaign Period :
8th January - 18th February 2021

Ad Sizes :
Fullscreen 320x480 & MPU 300x250

Audience Targeting :
Early Tech Adopters, Environmentally Conscious Individuals, Car Enthusiasts, Premium Audiences, HNWI (People living in Landed Properties, Selected Condos with Charging Points)

Whitelist :
N/A

Brand Safety :
Applied.

Brand Impact Optimizer :
1x","Brand Awareness
Product Awareness
Message Recall
Sentiment / Favourability
Consideration / Purchase Intent
Drive Traffic (to site)
Audience Engagement",Engagement Rate,"320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",08/01/2021,18/02/2021,Singapore,No black/white/audience list for this campaign,SGP,SGD,0.49,64826.0,31764.74,Percentage,15.0,Not Available,27000.03
37,kmwyl11,McDonalds - Livre | ER% - CPE Algo | FR | 320x480,22/07/2021 04:52,"Hi guys, we just got the assets for Mcdonald's book campaign, we have already worked with them and this new campaign I think we can do something similar to the last one ? I will link down the asset video. Let me know what you think :)","Brand Awareness
Sentiment / Favourability
Audience Engagement","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),11/08/2021,31/12/2021,France,Black/white/audience list will be provided later,FR,EUR,0.27,111111.11,30000.0,Flat Fee,Not Avaliable,Not Available,30000.0
38,et4ap8l,Westfield - Mall Centers - Sep 2020,10/12/2020 04:56,"Hi team,

Another late booking for a December campaign for Westfield!

Budget : 10K€
Pricing : CPM / 10€
Fly date : AS SOON AS POSSIBLE - 31/12/2020
KPI's : Reach + CTR /CTE 
Targeting : Geo targeting department 06 + 83


They would like us to adapt the creative we just developed for Westfield Forum des Halles, so it's just an asset swap.

https://preview.adludio.com/bff32172fb837209d9a97a58894dac1f/3dd73c70785de22a7a38?region=eu-west-1

Please find the logo and visuals enclosed 

Thanks in advance!

Tim","Audience Engagement
Reach","CTR
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",14/12/2020,31/12/2020,Department 06 + 83,Black/white/audience list will be provided later,FR,EUR,Not Avaliable,Not Avaliable,Not Avaliable,Flat Fee,Not Avaliable,Not Available,0.0
39,2xh4kit,Westfield - Mall Centers - Sep 2020 - CPE Algo,10/12/2020 04:56,"Hi team,

Another late booking for a December campaign for Westfield!

Budget : 10K€
Pricing : CPM / 10€
Fly date : AS SOON AS POSSIBLE - 31/12/2020
KPI's : Reach + CTR /CTE 
Targeting : Geo targeting department 06 + 83


They would like us to adapt the creative we just developed for Westfield Forum des Halles, so it's just an asset swap.

https://preview.adludio.com/bff32172fb837209d9a97a58894dac1f/3dd73c70785de22a7a38?region=eu-west-1

Please find the logo and visuals enclosed 

Thanks in advance!

Tim","Audience Engagement
Reach","CTR
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)",14/12/2020,31/12/2020,Department 06 + 83,Black/white/audience list will be provided later,FR,EUR,Not Avaliable,Not Avaliable,Not Avaliable,Flat Fee,Not Avaliable,Not Available,0.0
40,3ej4hd8,Ad Sequence - Sensory | CPE | P1B7VZ3 - CPE Algo,22/04/2020 11:25,"Hey Kentaro - below is the latest live campaign info for the Nature Made NSYNC 2020 campaign. 

Creative:

 - Utilizing Mock: Utilizing last discussed ideas
 - No. of Concepts?: 3x 
 - Type of Sensory Build: Pre-roll, 2x sensory engagement
 - Format: Full Screen + MPU
 - Assets: https://hulu.app.box.com/s/jtcz20asow23a2p7h2alyoo16zjdjp8n/folder/110987812636","Brand Awareness
Product Awareness
Consideration / Purchase Intent
Drive Traffic (to site)","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),04/05/2020,31/08/2020,USA,No black/white/audience list for this campaign,USA,USD,0.3,5963333.33,1789000.0,Percentage,0.0,Not Available,1789000.0
41,73y46dg,BIO Sequence - Sensory | CPE | P1B7VZ3,22/04/2020 11:25,"Hey Kentaro - below is the latest live campaign info for the Nature Made NSYNC 2020 campaign. 

Creative:

 - Utilizing Mock: Utilizing last discussed ideas
 - No. of Concepts?: 3x 
 - Type of Sensory Build: Pre-roll, 2x sensory engagement
 - Format: Full Screen + MPU
 - Assets: https://hulu.app.box.com/s/jtcz20asow23a2p7h2alyoo16zjdjp8n/folder/110987812636","Brand Awareness
Product Awareness
Consideration / Purchase Intent
Drive Traffic (to site)","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),04/05/2020,31/08/2020,USA,No black/white/audience list for this campaign,USA,USD,0.3,5963333.33,1789000.0,Percentage,0.0,Not Available,1789000.0
42,22yeess,Lionsgate Spiral Movie | Sensory Engagement | CPE AV - CPE Algo,21/04/2021 16:54,"Hello Design Team - Below is the info for the LIONSGATE SPIRAL live campaign. Quick turn-around on this one. 

 - Brand Lionsgate
 - Campaign: SPIRAL
 - Budget: $50k
 - Concepts: 1 Sensory Video Concept
  - This concept will leverage our puzzle format and lead into fullscreen video. I believe this will deem it non-standard. 
 - SPIRAL asset kit can be found here (https://lionsgate.app.box.com/s/yt2f1x72zcy3e4mb4obc23u7l11kojwl)
 - Next Steps: We will need to update the storyboard for client review","Brand Awareness
Audience Engagement","VTR
CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),30/04/2021,16/05/2021,US National,Black/white/audience list will be provided later,USA,USD,0.33,151515.15,50000.0,Percentage,0.0,Not Available,50000.0
43,sjliy81,Lionsgate Spiral Movie | Sensory Engagement | CPE - CPE Algo,21/04/2021 16:54,"Hello Design Team - Below is the info for the LIONSGATE SPIRAL live campaign. Quick turn-around on this one. 

 - Brand Lionsgate
 - Campaign: SPIRAL
 - Budget: $50k
 - Concepts: 1 Sensory Video Concept
  - This concept will leverage our puzzle format and lead into fullscreen video. I believe this will deem it non-standard. 
 - SPIRAL asset kit can be found here (https://lionsgate.app.box.com/s/yt2f1x72zcy3e4mb4obc23u7l11kojwl)
 - Next Steps: We will need to update the storyboard for client review","Brand Awareness
Audience Engagement","VTR
CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),30/04/2021,16/05/2021,US National,Black/white/audience list will be provided later,USA,USD,0.33,151515.15,50000.0,Percentage,0.0,Not Available,50000.0
44,yiiwsb9,Lionsgate Spiral Movie | Sensory Engagement | CPE,21/04/2021 16:54,"Hello Design Team - Below is the info for the LIONSGATE SPIRAL live campaign. Quick turn-around on this one. 

 - Brand Lionsgate
 - Campaign: SPIRAL
 - Budget: $50k
 - Concepts: 1 Sensory Video Concept
  - This concept will leverage our puzzle format and lead into fullscreen video. I believe this will deem it non-standard. 
 - SPIRAL asset kit can be found here (https://lionsgate.app.box.com/s/yt2f1x72zcy3e4mb4obc23u7l11kojwl)
 - Next Steps: We will need to update the storyboard for client review","Brand Awareness
Audience Engagement","VTR
CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),30/04/2021,16/05/2021,US National,Black/white/audience list will be provided later,USA,USD,0.33,151515.15,50000.0,Percentage,0.0,Not Available,50000.0
45,wgh1kec,Lionsgate Spiral Movie | Sensory Engagement | CPE AV,21/04/2021 16:54,"Hello Design Team - Below is the info for the LIONSGATE SPIRAL live campaign. Quick turn-around on this one. 

 - Brand Lionsgate
 - Campaign: SPIRAL
 - Budget: $50k
 - Concepts: 1 Sensory Video Concept
  - This concept will leverage our puzzle format and lead into fullscreen video. I believe this will deem it non-standard. 
 - SPIRAL asset kit can be found here (https://lionsgate.app.box.com/s/yt2f1x72zcy3e4mb4obc23u7l11kojwl)
 - Next Steps: We will need to update the storyboard for client review","Brand Awareness
Audience Engagement","VTR
CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),30/04/2021,16/05/2021,US National,Black/white/audience list will be provided later,USA,USD,0.33,151515.15,50000.0,Percentage,0.0,Not Available,50000.0
46,wd2pyue,Lionsgate Hitman's Wife's Bodyguard | Sensory Video | CPE AV | Tap & Hold,12/05/2021 18:54,"Hi Design - We've received approval on the theatrical release campaign of Hitman's Wife's Bodyguard. Posting info below

 - Campaign: Lionsgate Hitman's Wife's Bodyguard
 - Budget: $75k
 - Objective: Drive awareness & ticket sales
 - Asset kit here (https://lionsgate.app.box.com/s/6e33q1fyzepmuqw1ydyieya2a0jjkq6q)
 - Client would like to move forward with the below units
  - 1x High Impact Sensory Video Character Carousel Unit
  - 1x High Impact Sensory Video Tap & Hold Unit","Brand Awareness
Drive Traffic (to site)
Audience Engagement","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),22/05/2021,20/06/2021,US National,No black/white/audience list for this campaign,USA,GBP,0.35,214285.71,75000.0,Percentage,0.0,Not Available,75000.0
47,93abu9r,Lionsgate Hitman's Wife's Bodyguard | Sensory Video | CPE | Tap & Hold,12/05/2021 18:54,"Hi Design - We've received approval on the theatrical release campaign of Hitman's Wife's Bodyguard. Posting info below

 - Campaign: Lionsgate Hitman's Wife's Bodyguard
 - Budget: $75k
 - Objective: Drive awareness & ticket sales
 - Asset kit here (https://lionsgate.app.box.com/s/6e33q1fyzepmuqw1ydyieya2a0jjkq6q)
 - Client would like to move forward with the below units
  - 1x High Impact Sensory Video Character Carousel Unit
  - 1x High Impact Sensory Video Tap & Hold Unit","Brand Awareness
Drive Traffic (to site)
Audience Engagement","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),22/05/2021,20/06/2021,US National,No black/white/audience list for this campaign,USA,GBP,0.35,214285.71,75000.0,Percentage,0.0,Not Available,75000.0
48,cnkabcs,Lionsgate Hitman's Wife's Bodyguard | Sensory Video | CPE | Tap & Hold - CPE Algo,12/05/2021 18:54,"Hi Design - We've received approval on the theatrical release campaign of Hitman's Wife's Bodyguard. Posting info below

 - Campaign: Lionsgate Hitman's Wife's Bodyguard
 - Budget: $75k
 - Objective: Drive awareness & ticket sales
 - Asset kit here (https://lionsgate.app.box.com/s/6e33q1fyzepmuqw1ydyieya2a0jjkq6q)
 - Client would like to move forward with the below units
  - 1x High Impact Sensory Video Character Carousel Unit
  - 1x High Impact Sensory Video Tap & Hold Unit","Brand Awareness
Drive Traffic (to site)
Audience Engagement","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),22/05/2021,20/06/2021,US National,No black/white/audience list for this campaign,USA,GBP,0.35,214285.71,75000.0,Percentage,0.0,Not Available,75000.0
49,gwbef0h,Lionsgate Hitman's Wife's Bodyguard | Sensory Video | CPE AV | Tap & Hold - CPE Algo,12/05/2021 18:54,"Hi Design - We've received approval on the theatrical release campaign of Hitman's Wife's Bodyguard. Posting info below

 - Campaign: Lionsgate Hitman's Wife's Bodyguard
 - Budget: $75k
 - Objective: Drive awareness & ticket sales
 - Asset kit here (https://lionsgate.app.box.com/s/6e33q1fyzepmuqw1ydyieya2a0jjkq6q)
 - Client would like to move forward with the below units
  - 1x High Impact Sensory Video Character Carousel Unit
  - 1x High Impact Sensory Video Tap & Hold Unit","Brand Awareness
Drive Traffic (to site)
Audience Engagement","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),22/05/2021,20/06/2021,US National,No black/white/audience list for this campaign,USA,GBP,0.35,214285.71,75000.0,Percentage,0.0,Not Available,75000.0
50,jdprjca,Lionsgate Hitman's Wife's Bodyguard | Sensory Video | CPE AV | User Choice,12/05/2021 18:54,"Hi Design - We've received approval on the theatrical release campaign of Hitman's Wife's Bodyguard. Posting info below

 - Campaign: Lionsgate Hitman's Wife's Bodyguard
 - Budget: $75k
 - Objective: Drive awareness & ticket sales
 - Asset kit here (https://lionsgate.app.box.com/s/6e33q1fyzepmuqw1ydyieya2a0jjkq6q)
 - Client would like to move forward with the below units
  - 1x High Impact Sensory Video Character Carousel Unit
  - 1x High Impact Sensory Video Tap & Hold Unit","Brand Awareness
Drive Traffic (to site)
Audience Engagement","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),22/05/2021,20/06/2021,US National,No black/white/audience list for this campaign,USA,GBP,0.35,214285.71,75000.0,Percentage,0.0,Not Available,75000.0
51,ryy085y,Lionsgate Hitman's Wife's Bodyguard | Sensory Video | CPE | User Choice,12/05/2021 18:54,"Hi Design - We've received approval on the theatrical release campaign of Hitman's Wife's Bodyguard. Posting info below

 - Campaign: Lionsgate Hitman's Wife's Bodyguard
 - Budget: $75k
 - Objective: Drive awareness & ticket sales
 - Asset kit here (https://lionsgate.app.box.com/s/6e33q1fyzepmuqw1ydyieya2a0jjkq6q)
 - Client would like to move forward with the below units
  - 1x High Impact Sensory Video Character Carousel Unit
  - 1x High Impact Sensory Video Tap & Hold Unit","Brand Awareness
Drive Traffic (to site)
Audience Engagement","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),22/05/2021,20/06/2021,US National,No black/white/audience list for this campaign,USA,GBP,0.35,214285.71,75000.0,Percentage,0.0,Not Available,75000.0
52,jmu9ci8,Lionsgate Hitman's Wife's Bodyguard | Sensory Video | CPE | User Choice - CPE Algo,12/05/2021 18:54,"Hi Design - We've received approval on the theatrical release campaign of Hitman's Wife's Bodyguard. Posting info below

 - Campaign: Lionsgate Hitman's Wife's Bodyguard
 - Budget: $75k
 - Objective: Drive awareness & ticket sales
 - Asset kit here (https://lionsgate.app.box.com/s/6e33q1fyzepmuqw1ydyieya2a0jjkq6q)
 - Client would like to move forward with the below units
  - 1x High Impact Sensory Video Character Carousel Unit
  - 1x High Impact Sensory Video Tap & Hold Unit","Brand Awareness
Drive Traffic (to site)
Audience Engagement","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),22/05/2021,20/06/2021,US National,No black/white/audience list for this campaign,USA,GBP,0.35,214285.71,75000.0,Percentage,0.0,Not Available,75000.0
53,duvsl1i,Lionsgate Hitman's Wife's Bodyguard | Sensory Video | CPE AV | User Choice - CPE Algo,12/05/2021 18:54,"Hi Design - We've received approval on the theatrical release campaign of Hitman's Wife's Bodyguard. Posting info below

 - Campaign: Lionsgate Hitman's Wife's Bodyguard
 - Budget: $75k
 - Objective: Drive awareness & ticket sales
 - Asset kit here (https://lionsgate.app.box.com/s/6e33q1fyzepmuqw1ydyieya2a0jjkq6q)
 - Client would like to move forward with the below units
  - 1x High Impact Sensory Video Character Carousel Unit
  - 1x High Impact Sensory Video Tap & Hold Unit","Brand Awareness
Drive Traffic (to site)
Audience Engagement","CTR
Engagement Rate",320x480 (Fullscreen mobile / interstitial),22/05/2021,20/06/2021,US National,No black/white/audience list for this campaign,USA,GBP,0.35,214285.71,75000.0,Percentage,0.0,Not Available,75000.0
54,r0t1lvl,PAUSED | Lionsgate The Protege Concept 1 | Sensory Video | CPE | Tap & Hold,08/09/2021 20:29,"Hi Kentaro + Ivy, submitting the Protege HE card here as this campaign is anticipating launch on 9/21. The first round of assets is received from the client, please see the comment below for links to download.

Campaign Name: Protege HE
Flight dates: 9/21 - 10/24
KPI: Conversion (ER and CTR are Plan B KPIs if pixels don't work)
Creative Status: Demo building phase
Creative Detail: Client wants to repurpose the theatrical release units (sensory video and pre-roll) as a starting point and switch off assets, messaging, and CTA for the HE phase. Linking the builds below for reference

 - Sensory Video (Swipe Up): 
 - Pre-roll:","Brand Awareness
Reach
Conversion (sales, downloads)","CTR
Conversion Rate
Engagement Rate","320x480 (Fullscreen mobile / interstitial)
300x250 (MPU)
1280 x 720 (pre-roll)",21/09/2021,24/10/2021,US national,Black/white/audience list will be provided later,USA,USD,Not Avaliable,Not Avaliable,Not Avaliable,Percentage,15.0,Not Available,0.0
